iteration,eil51,eil76,kroA100,gr202
246,171.7370892,232.3234201,606.6600883,45.11927291
247,171.7370892,232.3234201,606.6600883,45.11927291
248,171.7370892,232.3234201,606.6600883,45.11927291
249,171.7370892,232.3234201,606.6600883,45.11927291
250,171.7370892,232.3234201,606.6600883,45.11927291
251,171.7370892,232.3234201,606.6600883,45.11927291
252,171.7370892,232.3234201,606.6600883,45.11927291
253,171.7370892,232.3234201,606.6600883,45.11927291
254,171.7370892,232.3234201,606.6600883,45.11927291
255,171.7370892,232.3234201,606.6600883,45.11927291
256,171.7370892,232.3234201,606.6600883,45.11927291
257,171.7370892,232.3234201,606.6600883,45.11927291
258,171.7370892,232.3234201,606.6600883,45.11927291
259,171.7370892,232.3234201,606.6600883,45.11927291
260,171.7370892,232.3234201,606.6600883,45.11927291
261,171.7370892,232.3234201,606.6600883,45.11927291
262,171.7370892,232.3234201,606.5094916,45.11927291
263,171.7370892,232.3234201,606.3588948,45.06474104
264,171.7370892,232.3234201,606.3588948,45.06474104
265,171.7370892,232.3234201,606.3588948,45.06474104
266,171.7370892,232.3234201,606.3588948,45.06474104
267,171.7370892,232.3234201,606.3588948,45.06474104
268,171.7370892,232.3234201,606.3588948,45.06474104
269,171.7370892,232.3234201,606.3588948,45.06474104
270,171.7370892,232.3234201,606.3588948,45.06474104
271,171.7370892,232.3234201,606.3588948,45.06474104
272,171.7370892,232.3234201,606.3588948,45.06474104
273,171.7370892,232.3234201,606.3588948,45.06474104
274,171.7370892,232.3234201,605.7062306,45.06474104
275,171.7370892,232.3234201,605.0535664,45.06474104
276,171.7370892,232.3234201,605.0535664,45.06474104
277,171.7370892,232.3234201,605.0535664,45.06474104
278,171.7370892,232.3234201,605.0535664,45.06474104
279,171.7370892,232.3234201,605.0535664,45.06474104
280,171.7370892,232.3234201,605.0535664,45.06474104
281,171.7370892,232.3234201,605.0535664,45.06474104
282,171.7370892,232.3234201,605.0535664,45.06474104
283,171.7370892,232.3234201,605.0535664,45.06474104
284,171.7370892,232.3234201,605.0535664,45.06474104
285,171.7370892,232.3234201,605.0535664,45.06474104
286,171.7370892,232.3234201,605.0535664,45.06474104
287,171.7370892,232.3234201,605.0535664,45.06474104
288,171.7370892,232.3234201,605.0535664,45.06474104
